step,learning_rate
229,6.87e-05
230,6.9e-05
231,6.93e-05
232,6.96e-05
233,6.989999999999999e-05
234,7.02e-05
235,7.049999999999999e-05
236,7.079999999999999e-05
237,7.11e-05
238,7.139999999999999e-05
239,7.17e-05
240,7.199999999999999e-05
241,7.23e-05
242,7.259999999999999e-05
243,7.29e-05
244,7.319999999999999e-05
245,7.35e-05
246,7.379999999999999e-05
247,7.41e-05
248,7.439999999999999e-05
249,7.47e-05
250,7.5e-05
251,7.529999999999999e-05
252,7.56e-05
253,7.589999999999999e-05
254,7.62e-05
255,7.649999999999999e-05
256,7.68e-05
257,7.709999999999999e-05
258,7.74e-05
259,7.769999999999999e-05
260,7.8e-05
261,7.829999999999999e-05
262,7.86e-05
263,7.89e-05
264,7.92e-05
265,7.95e-05
266,7.98e-05
267,8.01e-05
268,8.04e-05
269,8.07e-05
270,8.1e-05
271,8.13e-05
272,8.16e-05
273,8.19e-05
274,8.22e-05
275,8.25e-05
276,8.28e-05
277,8.31e-05
278,8.34e-05
279,8.37e-05
280,8.4e-05
281,8.43e-05
282,8.459999999999998e-05
283,8.489999999999999e-05
284,8.519999999999998e-05
285,8.549999999999999e-05
286,8.579999999999998e-05
287,8.609999999999999e-05
288,8.639999999999999e-05
289,8.669999999999998e-05
290,8.699999999999999e-05
291,8.729999999999998e-05
292,8.759999999999999e-05
293,8.789999999999998e-05
294,8.819999999999999e-05
295,8.849999999999998e-05
296,8.879999999999999e-05
297,8.909999999999998e-05
298,8.939999999999999e-05
299,8.969999999999998e-05
300,8.999999999999999e-05
301,9.029999999999999e-05
302,9.059999999999999e-05
303,9.089999999999999e-05
304,9.12e-05
305,9.149999999999999e-05
306,9.18e-05
307,9.209999999999999e-05
308,9.24e-05
309,9.269999999999999e-05
310,9.3e-05
311,9.329999999999999e-05
312,9.36e-05
313,9.389999999999999e-05
314,9.419999999999999e-05
315,9.449999999999999e-05
316,9.479999999999999e-05
317,9.51e-05
318,9.539999999999999e-05
319,9.57e-05
320,9.599999999999999e-05
321,9.63e-05
322,9.659999999999999e-05
323,9.69e-05
324,9.719999999999999e-05
325,9.75e-05
326,9.779999999999999e-05
327,9.81e-05
328,9.839999999999999e-05
329,9.87e-05
330,9.9e-05
331,9.93e-05
332,9.96e-05
333,9.99e-05
334,0.0001002
335,0.0001005
336,0.0001008
337,0.0001011
338,0.0001014
339,0.00010169999999999999
340,0.000102
341,0.00010229999999999999
342,0.0001026
343,0.0001029
344,0.00010319999999999999
345,0.00010349999999999998
346,0.00010379999999999999
347,0.00010409999999999998
348,0.00010439999999999999
349,0.00010469999999999998
350,0.00010499999999999999
351,0.00010529999999999998
352,0.00010559999999999998
353,0.00010589999999999999
354,0.00010619999999999998
355,0.00010649999999999999
356,0.00010679999999999998
357,0.00010709999999999999
358,0.00010739999999999998
359,0.00010769999999999999
360,0.00010799999999999998
361,0.00010829999999999999
362,0.00010859999999999998
363,0.00010889999999999999
364,0.00010919999999999998
365,0.00010949999999999999
366,0.00010979999999999999
367,0.00011009999999999999
368,0.00011039999999999999
369,0.0001107
370,0.00011099999999999999
371,0.0001113
372,0.00011159999999999999
373,0.0001119
374,0.00011219999999999999
375,0.0001125
376,0.00011279999999999999
377,0.00011309999999999998
378,0.00011339999999999999
379,0.00011369999999999999
380,0.00011399999999999999
381,0.00011429999999999999
382,0.0001146
383,0.00011489999999999999
384,0.0001152
385,0.00011549999999999999
386,0.0001158
387,0.00011609999999999999
388,0.0001164
389,0.00011669999999999999
390,0.000117
391,0.00011729999999999999
392,0.0001176
393,0.00011789999999999999
394,0.0001182
395,0.0001185
396,0.0001188
397,0.0001191
398,0.0001194
399,0.0001197
400,0.00011999999999999999
401,0.0001203
402,0.00012059999999999999
403,0.0001209
404,0.00012119999999999999
405,0.0001215
406,0.00012179999999999999
407,0.00012209999999999999
408,0.0001224
409,0.00012269999999999997
410,0.00012299999999999998
411,0.0001233
412,0.0001236
413,0.00012389999999999998
414,0.00012419999999999998
415,0.0001245
416,0.00012479999999999997
417,0.00012509999999999998
418,0.00012539999999999999
419,0.0001257
420,0.00012599999999999997
421,0.00012629999999999998
422,0.0001266
423,0.0001269
424,0.00012719999999999997
425,0.00012749999999999998
426,0.0001278
427,0.0001281
428,0.00012839999999999998
429,0.00012869999999999998
430,0.000129
431,0.0001293
432,0.00012959999999999998
433,0.00012989999999999999
434,0.0001302
435,0.0001305
436,0.00013079999999999998
437,0.0001311
438,0.0001314
439,0.00013169999999999998
440,0.00013199999999999998
441,0.0001323
442,0.0001326
443,0.00013289999999999998
444,0.00013319999999999999
445,0.0001335
446,0.0001338
447,0.00013409999999999998
448,0.0001344
449,0.0001347
450,0.000135
451,0.00013529999999999998
452,0.0001356
453,0.0001359
454,0.0001362
455,0.00013649999999999998
456,0.0001368
457,0.0001371
458,0.0001374
459,0.00013769999999999999
460,0.000138
461,0.0001383
462,0.0001386
463,0.0001389
464,0.0001392
465,0.0001395
466,0.00013979999999999998
467,0.0001401
468,0.0001404
469,0.00014069999999999998
470,0.00014099999999999998
471,0.0001413
472,0.00014159999999999997
473,0.00014189999999999998
474,0.0001422
475,0.0001425
476,0.00014279999999999997
477,0.00014309999999999998
478,0.0001434
479,0.00014369999999999997
480,0.00014399999999999998
481,0.00014429999999999998
482,0.0001446
483,0.00014489999999999997
484,0.00014519999999999998
485,0.00014549999999999999
486,0.0001458
487,0.00014609999999999997
488,0.00014639999999999998
489,0.0001467
490,0.000147
491,0.00014729999999999998
492,0.00014759999999999998
493,0.0001479
494,0.0001482
495,0.00014849999999999998
496,0.00014879999999999998
497,0.0001491
498,0.0001494
499,0.00014969999999999998
500,0.00015
501,0.0001503
502,0.00015059999999999997
503,0.00015089999999999998
504,0.0001512
505,0.0001515
506,0.00015179999999999998
507,0.00015209999999999998
508,0.0001524
509,0.0001527
510,0.00015299999999999998
511,0.00015329999999999999
512,0.0001536
513,0.0001539
514,0.00015419999999999998
515,0.0001545
516,0.0001548
517,0.0001551
518,0.00015539999999999998
519,0.0001557
520,0.000156
521,0.0001563
522,0.00015659999999999998
523,0.0001569
524,0.0001572
525,0.00015749999999999998
526,0.0001578
527,0.0001581
528,0.0001584
529,0.00015869999999999998
530,0.000159
531,0.0001593
532,0.0001596
533,0.00015989999999999998
534,0.0001602
535,0.0001605
536,0.0001608
537,0.00016109999999999999
538,0.0001614
539,0.0001617
540,0.000162
541,0.0001623
542,0.0001626
543,0.0001629
544,0.0001632
545,0.0001635
546,0.0001638
547,0.0001641
548,0.0001644
549,0.0001647
550,0.000165
551,0.0001653
552,0.0001656
553,0.0001659
554,0.0001662
555,0.0001665
556,0.0001668
557,0.0001671
558,0.0001674
559,0.0001677
560,0.000168
561,0.0001683
562,0.0001686
563,0.00016889999999999996
564,0.00016919999999999997
565,0.00016949999999999997
566,0.00016979999999999998
567,0.00017009999999999996
568,0.00017039999999999997
569,0.00017069999999999998
570,0.00017099999999999998
571,0.00017129999999999996
572,0.00017159999999999997
573,0.00017189999999999998
574,0.00017219999999999998
575,0.00017249999999999996
576,0.00017279999999999997
577,0.00017309999999999998
578,0.00017339999999999996
579,0.00017369999999999997
580,0.00017399999999999997
581,0.00017429999999999998
582,0.00017459999999999996
583,0.00017489999999999997
584,0.00017519999999999998
585,0.00017549999999999998
586,0.00017579999999999996
587,0.00017609999999999997
588,0.00017639999999999998
589,0.00017669999999999999
590,0.00017699999999999997
591,0.00017729999999999997
592,0.00017759999999999998
593,0.0001779
594,0.00017819999999999997
595,0.00017849999999999997
596,0.00017879999999999998
597,0.0001791
598,0.00017939999999999997
599,0.00017969999999999998
600,0.00017999999999999998
601,0.00018029999999999996
602,0.00018059999999999997
603,0.00018089999999999998
604,0.00018119999999999999
605,0.00018149999999999997
606,0.00018179999999999997
607,0.00018209999999999998
608,0.0001824
609,0.00018269999999999997
610,0.00018299999999999998
611,0.00018329999999999998
612,0.0001836
613,0.00018389999999999997
614,0.00018419999999999998
615,0.00018449999999999999
616,0.0001848
617,0.00018509999999999997
618,0.00018539999999999998
619,0.0001857
620,0.000186
621,0.00018629999999999997
622,0.00018659999999999998
623,0.0001869
624,0.0001872
625,0.00018749999999999998
626,0.00018779999999999998
627,0.0001881
628,0.00018839999999999997
629,0.00018869999999999998
630,0.00018899999999999999
631,0.0001893
632,0.00018959999999999997
633,0.00018989999999999998
634,0.0001902
635,0.0001905
636,0.00019079999999999998
637,0.00019109999999999998
638,0.0001914
639,0.0001917
640,0.00019199999999999998
641,0.00019229999999999999
642,0.0001926
643,0.0001929
644,0.00019319999999999998
645,0.0001935
646,0.0001938
647,0.0001941
648,0.00019439999999999998
649,0.0001947
650,0.000195
651,0.00019529999999999998
652,0.00019559999999999998
653,0.0001959
654,0.0001962
655,0.00019649999999999998
656,0.00019679999999999999
657,0.0001971
658,0.0001974
659,0.00019769999999999998
660,0.000198
661,0.0001983
662,0.0001986
663,0.00019889999999999998
664,0.0001992
665,0.0001995
666,0.0001998
667,0.00020009999999999998
668,0.0002004
669,0.0002007
670,0.000201
671,0.0002013
672,0.0002016
673,0.0002019
674,0.0002022
675,0.0002025
676,0.0002028
677,0.0002031
678,0.00020339999999999998
679,0.0002037
680,0.000204
681,0.0002043
682,0.00020459999999999999
683,0.0002049
684,0.0002052
685,0.0002055
686,0.0002058
687,0.0002061
688,0.00020639999999999998
689,0.00020669999999999996
690,0.00020699999999999996
691,0.00020729999999999997
692,0.00020759999999999998
693,0.00020789999999999996
694,0.00020819999999999996
695,0.00020849999999999997
696,0.00020879999999999998
697,0.00020909999999999996
698,0.00020939999999999997
699,0.00020969999999999997
700,0.00020999999999999998
701,0.00021029999999999996
702,0.00021059999999999997
703,0.00021089999999999998
704,0.00021119999999999996
705,0.00021149999999999996
706,0.00021179999999999997
707,0.00021209999999999998
708,0.00021239999999999996
709,0.00021269999999999997
710,0.00021299999999999997
711,0.00021329999999999998
712,0.00021359999999999996
713,0.00021389999999999997
714,0.00021419999999999998
715,0.00021449999999999998
716,0.00021479999999999996
717,0.00021509999999999997
718,0.00021539999999999998
719,0.00021569999999999998
720,0.00021599999999999996
721,0.00021629999999999997
722,0.00021659999999999998
723,0.0002169
724,0.00021719999999999997
725,0.00021749999999999997
726,0.00021779999999999998
727,0.00021809999999999996
728,0.00021839999999999997
729,0.00021869999999999998
730,0.00021899999999999998
731,0.00021929999999999996
732,0.00021959999999999997
733,0.00021989999999999998
734,0.00022019999999999999
735,0.00022049999999999997
736,0.00022079999999999997
737,0.00022109999999999998
738,0.0002214
739,0.00022169999999999997
740,0.00022199999999999998
741,0.00022229999999999998
742,0.0002226
743,0.00022289999999999997
744,0.00022319999999999998
745,0.00022349999999999998
746,0.0002238
747,0.00022409999999999997
748,0.00022439999999999998
749,0.0002247
750,0.000225
751,0.00022529999999999997
752,0.00022559999999999998
753,0.0002259
754,0.00022619999999999997
755,0.00022649999999999998
756,0.00022679999999999998
757,0.0002271
758,0.00022739999999999997
759,0.00022769999999999998
760,0.00022799999999999999
761,0.0002283
762,0.00022859999999999997
763,0.00022889999999999998
764,0.0002292
765,0.0002295
766,0.00022979999999999997
767,0.00023009999999999998
768,0.0002304
769,0.0002307
770,0.00023099999999999998
771,0.00023129999999999998
772,0.0002316
773,0.0002319
774,0.00023219999999999998
775,0.00023249999999999999
776,0.0002328
777,0.00023309999999999997
778,0.00023339999999999998
779,0.0002337
780,0.000234
781,0.00023429999999999998
782,0.00023459999999999998
783,0.0002349
784,0.0002352
785,0.00023549999999999998
786,0.00023579999999999999
787,0.0002361
788,0.0002364
789,0.00023669999999999998
790,0.000237
791,0.0002373
792,0.0002376
793,0.00023789999999999998
794,0.0002382
795,0.0002385
796,0.0002388
797,0.00023909999999999998
798,0.0002394
799,0.0002397
800,0.00023999999999999998
801,0.00024029999999999999
802,0.0002406
803,0.0002409
804,0.00024119999999999998
805,0.0002415
806,0.0002418
807,0.0002421
808,0.00024239999999999998
809,0.0002427
810,0.000243
811,0.0002433
812,0.00024359999999999999
813,0.00024389999999999997
814,0.00024419999999999997
815,0.0002445
816,0.0002448
817,0.00024509999999999994
818,0.00024539999999999995
819,0.00024569999999999995
820,0.00024599999999999996
821,0.00024629999999999997
822,0.0002466
823,0.0002469
824,0.0002472
825,0.00024749999999999994
826,0.00024779999999999995
827,0.00024809999999999996
828,0.00024839999999999997
829,0.0002487
830,0.000249
831,0.0002493
832,0.00024959999999999994
833,0.00024989999999999995
834,0.00025019999999999996
835,0.00025049999999999996
836,0.00025079999999999997
837,0.0002511
838,0.0002514
839,0.0002517
840,0.00025199999999999995
841,0.00025229999999999995
842,0.00025259999999999996
843,0.00025289999999999997
844,0.0002532
845,0.0002535
846,0.0002538
847,0.0002541
848,0.00025439999999999995
849,0.00025469999999999996
850,0.00025499999999999996
851,0.00025529999999999997
852,0.0002556
853,0.0002559
854,0.0002562
855,0.00025649999999999995
856,0.00025679999999999995
857,0.00025709999999999996
858,0.00025739999999999997
859,0.0002577
860,0.000258
861,0.0002583
862,0.0002586
863,0.00025889999999999995
864,0.00025919999999999996
865,0.00025949999999999997
866,0.00025979999999999997
867,0.0002601
868,0.0002604
869,0.0002607
870,0.000261
871,0.00026129999999999995
872,0.00026159999999999996
873,0.00026189999999999997
874,0.0002622
875,0.0002625
876,0.0002628
877,0.0002631
878,0.00026339999999999995
879,0.00026369999999999996
880,0.00026399999999999997
881,0.0002643
882,0.0002646
883,0.0002649
884,0.0002652
885,0.0002655
886,0.00026579999999999996
887,0.00026609999999999996
888,0.00026639999999999997
889,0.0002667
890,0.000267
891,0.0002673
892,0.0002676
893,0.0002679
894,0.00026819999999999996
895,0.00026849999999999997
896,0.0002688
897,0.0002691
898,0.0002694
899,0.0002697
900,0.00027
901,0.00027029999999999996
902,0.00027059999999999996
903,0.00027089999999999997
904,0.0002712
905,0.0002715
906,0.0002718
907,0.0002721
908,0.0002724
909,0.00027269999999999996
910,0.00027299999999999997
911,0.0002733
912,0.0002736
913,0.0002739
914,0.0002742
915,0.0002745
916,0.0002748
917,0.00027509999999999996
918,0.00027539999999999997
919,0.0002757
920,0.000276
921,0.0002763
922,0.0002766
923,0.0002769
924,0.0002772
925,0.00027749999999999997
926,0.0002778
927,0.0002781
928,0.0002784
929,0.0002787
930,0.000279
931,0.0002793
932,0.00027959999999999997
933,0.0002799
934,0.0002802
935,0.0002805
936,0.0002808
937,0.0002811
938,0.00028139999999999996
939,0.00028169999999999996
940,0.00028199999999999997
941,0.0002823
942,0.0002826
943,0.00028289999999999994
944,0.00028319999999999994
945,0.00028349999999999995
946,0.00028379999999999996
947,0.00028409999999999997
948,0.0002844
949,0.0002847
950,0.000285
951,0.00028529999999999994
952,0.00028559999999999995
953,0.00028589999999999996
954,0.00028619999999999996
955,0.00028649999999999997
956,0.0002868
957,0.0002871
958,0.00028739999999999994
959,0.00028769999999999995
960,0.00028799999999999995
961,0.00028829999999999996
962,0.00028859999999999997
963,0.0002889
964,0.0002892
965,0.0002895
966,0.00028979999999999994
967,0.00029009999999999995
968,0.00029039999999999996
969,0.00029069999999999996
970,0.00029099999999999997
971,0.0002913
972,0.0002916
973,0.0002919
974,0.00029219999999999995
975,0.00029249999999999995
976,0.00029279999999999996
977,0.00029309999999999997
978,0.0002934
979,0.0002937
980,0.000294
981,0.00029429999999999994
982,0.00029459999999999995
983,0.00029489999999999996
984,0.00029519999999999997
985,0.00029549999999999997
986,0.0002958
987,0.0002961
988,0.0002964
989,0.00029669999999999995
990,0.00029699999999999996
991,0.00029729999999999996
992,0.00029759999999999997
993,0.0002979
994,0.0002982
995,0.0002985
996,0.0002988
997,0.00029909999999999995
998,0.00029939999999999996
999,0.00029969999999999997
1000,0.0003
1001,0.00029999999177532973
1002,0.00029999996710132
1003,0.0002999999259779737
1004,0.00029999986840529604
1005,0.0002999997943832938
1006,0.0002999997039119762
1007,0.0002999995969913541
1008,0.00029999947362144064
1009,0.0002999993338022508
1010,0.0002999991775338017
1011,0.00029999900481611226
1012,0.00029999881564920356
1013,0.0002999986100330987
1014,0.0002999983879678227
1015,0.00029999814945340256
1016,0.00029999789448986746
1017,0.0002999976230772484
1018,0.0002999973352155785
1019,0.0002999970309048927
1020,0.00029999671014522823
1021,0.00029999637293662415
1022,0.0002999960192791215
1023,0.00029999564917276335
1024,0.0002999952626175949
1025,0.00029999485961366306
1026,0.00029999444016101716
1027,0.0002999940042597082
1028,0.00029999355190978927
1029,0.00029999308311131554
1030,0.0002999925978643441
1031,0.0002999920961689341
1032,0.0002999915780251467
1033,0.00029999104343304486
1034,0.0002999904923926939
1035,0.000299989924904161
1036,0.00029998934096751514
1037,0.0002999887405828276
1038,0.0002999881237501714
1039,0.0002999874904696219
1040,0.00029998684074125604
1041,0.00029998617456515316
1042,0.0002999854919413943
1043,0.0002999847928700628
1044,0.0002999840773512437
1045,0.00029998334538502416
1046,0.00029998259697149347
1047,0.0002999818321107428
1048,0.00029998105080286533
1049,0.00029998025304795627
1050,0.0002999794388461128
1051,0.00029997860819743415
1052,0.0002999777611020215
1053,0.0002999768975599781
1054,0.0002999760175714092
1055,0.0002999751211364219
1056,0.0002999742082551256
1057,0.00029997327892763146
1058,0.00029997233315405265
1059,0.00029997137093450447
1060,0.0002999703922691041
1061,0.00029996939715797087
1062,0.00029996838560122604
1063,0.00029996735759899284
1064,0.00029996631315139645
1065,0.00029996525225856426
1066,0.0002999641749206254
1067,0.0002999630811377113
1068,0.0002999619709099551
1069,0.0002999608442374922
1070,0.0002999597011204597
1071,0.00029995854155899705
1072,0.00029995736555324544
1073,0.00029995617310334826
1074,0.00029995496420945073
1075,0.0002999537388717002
1076,0.00029995249709024595
1077,0.00029995123886523924
1078,0.0002999499641968334
1079,0.00029994867308518386
1080,0.0002999473655304478
1081,0.0002999460415327846
1082,0.00029994470109235557
1083,0.0002999433442093241
1084,0.0002999419708838553
1085,0.0002999405811161168
1086,0.0002999391749062778
1087,0.0002999377522545096
1088,0.00029993631316098564
1089,0.00029993485762588125
1090,0.00029993338564937377
1091,0.00029993189723164247
1092,0.0002999303923728688
1093,0.00029992887107323614
1094,0.0002999273333329298
1095,0.0002999257791521372
1096,0.00029992420853104765
1097,0.00029992262146985257
1098,0.00029992101796874534
1099,0.00029991939802792133
1100,0.00029991776164757793
1101,0.00029991610882791446
1102,0.0002999144395691324
1103,0.00029991275387143516
1104,0.0002999110517350281
1105,0.00029990933316011853
1106,0.00029990759814691603
1107,0.0002999058466956319
1108,0.0002999040788064795
1109,0.00029990229447967437
1110,0.0002999004937154338
1111,0.0002998986765139773
1112,0.0002998968428755263
1113,0.00029989499280030414
1114,0.0002998931262885363
1115,0.00029989124334045016
1116,0.00029988934395627526
1117,0.00029988742813624286
1118,0.0002998854958805866
1119,0.00029988354718954175
1120,0.00029988158206334587
1121,0.00029987960050223834
1122,0.00029987760250646056
1123,0.0002998755880762561
1124,0.0002998735572118704
1125,0.0002998715099135508
1126,0.0002998694461815468
1127,0.00029986736601610994
1128,0.00029986526941749365
1129,0.00029986315638595327
1130,0.00029986102692174647
1131,0.00029985888102513253
1132,0.00029985671869637307
1133,0.00029985453993573155
1134,0.00029985234474347327
1135,0.00029985013311986593
1136,0.00029984790506517884
1137,0.00029984566057968365
1138,0.0002998433996636537
1139,0.00029984112231736453
1140,0.00029983882854109356
1141,0.00029983651833512037
1142,0.0002998341916997265
1143,0.0002998318486351953
1144,0.00029982948914181233
1145,0.0002998271132198651
1146,0.00029982472086964313
1147,0.00029982231209143786
1148,0.0002998198868855428
1149,0.0002998174452522535
1150,0.00029981498719186745
1151,0.00029981251270468415
1152,0.0002998100217910051
1153,0.0002998075144511338
1154,0.0002998049906853758
1155,0.00029980245049403856
1156,0.00029979989387743166
1157,0.00029979732083586653
1158,0.0002997947313696568
1159,0.00029979212547911793
1160,0.0002997895031645674
1161,0.0002997868644263248
1162,0.0002997842092647116
1163,0.00029978153768005136
1164,0.0002997788496726696
1165,0.0002997761452428938
1166,0.0002997734243910535
1167,0.0002997706871174803
1168,0.0002997679334225077
1169,0.00029976516330647117
1170,0.0002997623767697083
1171,0.0002997595738125586
1172,0.00029975675443536355
1173,0.00029975391863846677
1174,0.0002997510664222137
1175,0.000299748197786952
1176,0.0002997453127330311
1177,0.0002997424112608026
1178,0.00029973949337062
1179,0.0002997365590628388
1180,0.00029973360833781664
1181,0.00029973064119591294
1182,0.00029972765763748934
1183,0.0002997246576629093
1184,0.00029972164127253835
1185,0.00029971860846674415
1186,0.0002997155592458961
1187,0.0002997124936103658
1188,0.00029970941156052676
1189,0.0002997063130967546
1190,0.0002997031982194267
1191,0.00029970006692892277
1192,0.0002996969192256243
1193,0.0002996937551099147
1194,0.00029969057458217966
1195,0.0002996873776428067
1196,0.0002996841642921853
1197,0.00029968093453070703
1198,0.00029967768835876537
1199,0.00029967442577675597
1200,0.0002996711467850762
1201,0.00029966785138412584
1202,0.0002996645395743062
1203,0.00029966121135602085
1204,0.00029965786672967544
1205,0.0002996545056956774
1206,0.0002996511282544363
1207,0.0002996477344063637
1208,0.00029964432415187305
1209,0.00029964089749137993
1210,0.0002996374544253018
1211,0.0002996339949540583
1212,0.00029963051907807095
1213,0.0002996270267977632
1214,0.0002996235181135606
1215,0.0002996199930258906
1216,0.00029961645153518283
1217,0.00029961289364186883
1218,0.00029960931934638207
1219,0.000299605728649158
1220,0.00029960212155063425
1221,0.0002995984980512502
1222,0.0002995948581514475
1223,0.0002995912018516696
1224,0.00029958752915236204
1225,0.00029958384005397226
1226,0.0002995801345569498
1227,0.0002995764126617462
1228,0.0002995726743688149
1229,0.0002995689196786115
1230,0.00029956514859159336
1231,0.00029956136110822004
1232,0.0002995575572289531
1233,0.00029955373695425585
1234,0.000299549900284594
1235,0.0002995460472204349
1236,0.0002995421777622481
1237,0.000299538291910505
1238,0.0002995343896656792
1239,0.00029953047102824603
1240,0.00029952653599868304
1241,0.00029952258457746975
1242,0.00029951861676508754
1243,0.00029951463256201993
1244,0.0002995106319687524
1245,0.0002995066149857723
1246,0.00029950258161356926
1247,0.00029949853185263456
1248,0.0002994944657034618
1249,0.0002994903831665463
1250,0.0002994862842423856
1251,0.0002994821689314791
1252,0.00029947803723432825
1253,0.0002994738891514365
1254,0.0002994697246833092
1255,0.0002994655438304539
1256,0.0002994613465933799
1257,0.0002994571329725987
1258,0.0002994529029686237
1259,0.00029944865658197034
1260,0.00029944439381315597
1261,0.00029944011466270006
1262,0.00029943581913112396
1263,0.00029943150721895104
1264,0.00029942717892670684
1265,0.00029942283425491855
1266,0.00029941847320411573
1267,0.00029941409577482965
1268,0.0002994097019675937
